NO.,Species,Classification,Description (Flavor text),Primary Type,Secondary Type,Size,Rarity,Primary Habitat,Behavior,Activity,Evolution Requirement,Primary Ability,Secondary Ability,Hidden Ability,Capture DC,Lv,AC,HD,HP,VD,VP,Speed,Stat sum,STR,DEX,CON,INT,WIS,CHA,Saving throws,Proficiencies,Starting moves,2nd Level moves,6th Level moves,10th Level moves,14th Level moves,18th Level moves,Starting Move,Starting Move,Starting Move,Starting Move,2nd Level Move,2nd Level Move,2nd Level Move,2nd Level Move,6th Level Move,6th Level Move,6th Level Move,6th Level Move,10th Level Move,10th Level Move,10th Level Move,14th Level Move,14th Level Move,14th Level Move,18th Level Move,18th Level Move,18th Level Move,Primary ability description,Secondary ability description,Hidden ability description,Walking,Climbing,Flying,Hovering,Swimming,Burrowing,Sight,Hearing,Smell,Tremorsense,Echolocation,Telepathy,Blindsight,Darkvision,Truesight
416,Noblier,Noble,"Noblier are said to embody the ideal virtues of nobility. Ancient texts suggest they once served as advisors to emperors, guiding them toward wise and compassionate rule. Their rare appearances at modern noble gatherings are considered auspicious omens, and agreements made in their presence are said to be especially fortunate. Some noble houses maintain special chambers in hopes of attracting these elusive Pokémon.",Fairy,Psychic,Medium,Very Rare,Sea of Dreams,Stalking,Dusk,From: Kortier,Noble Presence,Aura Break,Royal Decree,110,17,16,8,110,8,123,"30ft. Walking, 40ft. Hovering",96,8,16,12,20,18,22,"Dexterity, Intelligence, Wisdom, Charisma","Persuasion, History, Insight, Arcana, Performance, Etiquette","Confusion, Fairy Wind, Charm, ","Helping Hand, Aromatic Mist, Courtly Grace, Calm Mind","Psybeam, Draining Kiss, Psychic, Moonlight","Moonblast, Future Sight, Moonlight Waltz","Fire Spin, Aurora Beam, Stored Power","Freeze Shock, Cosmic Pulse, Psycho Boost",Confusion,Fairy Wind,Charm,,Helping Hand,Aromatic Mist,Courtly Grace,Calm Mind,Psybeam,Draining Kiss,Psychic,Moonlight,Moonblast,Future Sight,Moonlight Waltz,Fire Spin,Aurora Beam,Stored Power,Freeze Shock,Cosmic Pulse,Psycho Boost,"At the beginning of each turn during initiative, this Pokémon can grant advantage on one roll to an ally within 60ft.","When this Pokémon is in battle, the boost of Fairy Aura and Dark Aura abilities is reversed, Any applicable move type activated within 100 feet deals half damage instead of double.","Once per long rest, this Pokémon can issue a command that creatures within 30 ft must obey unless they succeed on a WIS save.",30ft,-,-,40ft,-,-,Good,Good,Good,-,-,Excellent,-,-,-
417,Aurette,Angel,"Aurette are drawn to sources of light and warmth, particularly the ancestral flame of House Luminis. Ancient texts describe them dancing above the original Eternal Flame like living stars. They are capable of absorbing and redirecting light, sometimes creating dazzling displays to communicate with each other.",Fairy,Cosmic,Tiny,Very Rare,Crown of Stars,Gentle,Dawn,Evolves: Lumiinarch @ Level 10 long exposure to Eternal Flame,Radiant Being,Illuminate,Dazzling,110,1,15,4,6,4,18,"20ft. Walking, 40ft. Flying, 20ft. Hovering",67,5,18,8,10,12,14,"Dexterity, Charisma","Acrobatics, Performance","Blinding Flash, Fairy Wind, Blink, Daylight","Confuse Ray, Light Dance, Morning Sun, Cosmic Power","Cosmic Pulse, Moonblast, , ","Starfall, , ","Photon Geyser, , ","Light of Ruin, , ",Blinding Flash,Fairy Wind,Blink,Daylight,Confuse Ray,Light Dance,Morning Sun,Cosmic Power,Cosmic Pulse,Moonblast,,,Starfall,,,Photon Geyser,,,Light of Ruin,,,"This Pokémon provides light in a 20ft. radius, adjustable as a bonus action.
Additionally, it can absorb light sources within 30ft. as a bonus action, gaining 1d12 temporary HP, but having disadvantage on stealth checks until the temporary HP is gone.","This Pokémon knows the Daylight move and can cast a light that exudes bright light for 15ft, and dim light for an additional 15ft, at will.",Bonus action moves activated by any creature within sight of this Pokémon become standard actions.,20ft,-,40ft,20ft,-,-,Excellent,Good,Good,-,-,Good,Superior,Superior,Good
418,Luminarch,Angel,"Luminarch are so rare that many believe them to be merely legends. Historical records from the ancient civilization depict them as guardians of sacred flames and keepers of celestial knowledge. House Luminis claims their Eternal Flame was once tended by these magnificent beings. When a Luminarch appears, night briefly turns to day in a wide radius, and those in its presence report feelings of profound hope and clarity.",Fairy,Cosmic,Medium,Extremely Rare,Crown of Stars,Protective,Dawn,From: Aurette,Eternal Radiance,Mystical Presence,Dazzling,120,17,18,8,127,8,128,"30ft. Walking, 60ft. Flying, 30ft. Hovering",104,12,20,14,16,18,24,"Dexterity, Constitution, Wisdom, Charisma","Perception, Arcana, History, Insight, Performance","Blinding Flash, Fairy Wind, Blink, Daylight","Confuse Ray, Light Dance, Morning Sun, Cosmic Power","Cosmic Pulse, Moonblast, Flash Cannon, Psybeam","Starfall, Photon Pulse, Luster Purge","Photon Geyser, Chaos Beam, Secret Sword","Light of Ruin, Judgment, Void Gate",Blinding Flash,Fairy Wind,Blink,Daylight,Confuse Ray,Light Dance,Morning Sun,Cosmic Power,Cosmic Pulse,Moonblast,Flash Cannon,Psybeam,Starfall,Photon Pulse,Luster Purge,Photon Geyser,Chaos Beam,Secret Sword,Light of Ruin,Judgment,Void Gate,"This Pokémon is immune to blindness. Creatures that look directly at it must make a CON save or be blinded for 1 round.
Additionally, it can manipulate light as an action to create illusions, reveal invisible creatures, or temporarily blind enemies in a 60 ft radius.
Finally, at the start of its turn, this Pokémon restores 1d8 HP to all allies within 30 ft. This healing is enhanced near sources of magical or ancient light.",This Pokémon may use its Charisma modifier instead of the regular modifier for all saving throws.,Bonus action moves activated by any creature within sight of this Pokémon become standard actions.,30ft,-,60ft,30ft,-,-,Superior,Good,Good,-,-,Superior,Superior,Superior,Excellent
419,Clingae,Alarm Bell,"Clingae are believed to be the result of fae spirits inhabiting ancient metal objects. APEX hunters often seek them as companions for their reliable warning abilities. When danger approaches, Bellfae emit a distinctive chime that carries for miles. Some remote villages maintain special bell towers hoping to attract these protective Pokémon.",Fairy,Steel,Medium,Rare,City,Cautious,Dawn,Evolves: Chimae @ Help protect others from danger at least three times,Warning Chime,Fairy Aura,Full Metal Body,90,1,16,6,12,6,23,25ft. Hovering,71,8,13,14,10,16,10,"Constitution, Wisdom","Perception, survival","Fairy Wind, Metal Sound, Confusion, ","Mirror Shot, Round, Disarming Voice, Protect","Bell Toll, Heal Bell, Iron Head, Psybeam","Shield Dome, Flash Cannon, Heavy Slam",", Hyper Voice, Tri Attack",", , ",Fairy Wind,Metal Sound,Confusion,,Mirror Shot,Round,Disarming Voice,Protect,Bell Toll,Heal Bell,Iron Head,Psybeam,Shield Dome,Flash Cannon,Heavy Slam,,Hyper Voice,Tri Attack,,,,"This Pokémon can't be surprised. Allies within 60ft. also can't be surprised. After level 10, the range of this ability increases to 100ft.","When this Pokémon is in battle, all fairy-type moves by other creatures within 100 feet of it deal double their damage.",Other Pokémon's moves or abilities cannot lower this Pokémon stats.,-,-,-,25ft,-,-,Average,Superior,-,Excellent,Excellent,Good,-,-,-
420,Chimae,Alarm Bell,"Chimae are revered guardians that have protected communities for generations. Their chimes can be heard over vast distances, each tone conveying specific warnings about approaching threats. APEX records document cases where a single Chimae alerted an entire region to danger. The oldest bells in Shiman cathedrals are said to have been modeled after these protective Pokémon.",Fairy,Steel,Large,Very Rare,City,Protective,Dawn,From: Chimae,Warning Chime,Fairy Aura,Full Metal Body,100,15,18,10,160,10,134,40ft. Hovering,98,14,16,18,14,20,16,"Dexterity, Constitution, Wisdom, Charisma","Perception, Survival, Intimidation, Insight","Fairy Wind, Metal Sound, Confusion, ","Mirror Shot, Round, Disarming Voice, Protect","Bell Toll, Heal Bell, Iron Head, Psybeam","Shield Dome, Flash Cannon, Heavy Slam","Moonblast, Hyper Voice, Tri Attack","Meteor Mash, Daylight, Photon Pulse",Fairy Wind,Metal Sound,Confusion,,Mirror Shot,Round,Disarming Voice,Protect,Bell Toll,Heal Bell,Iron Head,Psybeam,Shield Dome,Flash Cannon,Heavy Slam,Moonblast,Hyper Voice,Tri Attack,Meteor Mash,Daylight,Photon Pulse,"This Pokémon can't be surprised. Allies within 60ft. also can't be surprised. After level 10, the range of this ability increases to 100ft.","When this Pokémon is in battle, all fairy-type moves by other creatures within 100 feet of it deal double their damage.",Other Pokémon's moves or abilities cannot lower this Pokémon stats.,-,-,-,40ft,-,-,Average,Superior,-,Excellent,Excellent,Good,-,-,-
421,Starcub,Wishing Bear,"Starcub were once believed to be created from children's wishes upon stars. Their gentle presence has a calming effect on both people and Pokémon, making them popular companions for young trainers. Wild Pokémon rarely show aggression toward them, and even territorial species will often allow Starcub safe passage through their domains.",Fairy,Normal,Medium,Uncommon,Sea of Dreams,Gentle,Night,Evolves: Stellursa @ Level up at night with high friendship,Comforting Presence,Magic Guard,Dream Walker,80,3,13,8,29,8,38,"25ft. Walking, 10ft. Burrowing",74,8,12,14,10,14,16,"Constitution, Charisma","Persuasion, Animal Handling","Tackle, Baby-Doll Eyes, Sing, Dream Mend","Swift, Wish, Charm, Play Nice","Dream Fang, Play Rough, Crush Claw, Moonblast","Healing Wish, Cosmic Power, Hyper Voice","Dream Rush, Reflect, Night Daze","Blue Flare, , ",Tackle,Baby-Doll Eyes,Sing,Dream Mend,Swift,Wish,Charm,Play Nice,Dream Fang,Play Rough,Crush Claw,Moonblast,Healing Wish,Cosmic Power,Hyper Voice,Dream Rush,Reflect,Night Daze,Blue Flare,,,Creatures within 10ft of this Pokémon have advantage on saves against fear.,"If this Pokémon is subjected to a move that forces it to make a saving throw to take only half damage, it instead takes no damage on a success.","This Pokémon can perceive both the Material Plane and Sea of Dreams simultaneously. As an action, it can attempt to step between planes (DC 15 Wisdom check). On a success, it enters the Sea of Dreams or returns to the Material Plane. It can bring its trainer with it, but doing so increases the DC to 18. The Pokémon can't use this ability again until it completes a short or long rest.",25ft,-,-,-,-,10ft,Average,Good,Excellent,-,-,Average,-,Poor,-
422,Stellursa,Wishing Bear,"Stellursa are said to walk between dreams and reality. Their appearance is often linked to periods of peace and prosperity in historical records. Children who sleep near Stellursa report vivid, beautiful dreams and wake feeling refreshed even after just a short rest. Some astronomers believe these Pokémon can navigate by the stars with perfect accuracy, regardless of cloud cover.",Fairy,Normal,Large,Rare,Sea of Dreams,Protective,Night,From: Starcub,Comforting Presence,Magic Guard,Dream Walker,85,12,16,10,118,10,111,"40ft. Walking, 20ft. Burrowing",98,12,16,16,14,18,22,"Dexterity, Constitution, Wisdom, Charisma","Persuasion, Insight, Animal Handling, Medicine, Performance","Body Slam, Baby-Doll Eyes, Sing, Dream Mend","Swift, Wish, Charm, Play Nice","Dream Fang, Play Rough, Crush Claw, Moonblast","Healing Wish, Cosmic Power, Hyper Voice","Dream Rush, Reflect, Night Daze","Blue Flare, Starfall, ",Body Slam,Baby-Doll Eyes,Sing,Dream Mend,Swift,Wish,Charm,Play Nice,Dream Fang,Play Rough,Crush Claw,Moonblast,Healing Wish,Cosmic Power,Hyper Voice,Dream Rush,Reflect,Night Daze,Blue Flare,Starfall,,Creatures within 10ft of this Pokémon have advantage on saves against fear.,"If this Pokémon is subjected to a move that forces it to make a saving throw to take only half damage, it instead takes no damage on a success.","This Pokémon can perceive both the Material Plane and Sea of Dreams simultaneously. As an action, it can attempt to step between planes (DC 15 Wisdom check). On a success, it enters the Sea of Dreams or returns to the Material Plane. It can bring its trainer with it, but doing so increases the DC to 18. The Pokémon can't use this ability again until it completes a short or long rest.",40ft,-,-,-,-,20ft,Good,Excellent,Superior,-,-,Good,-,Average,Poor
423,Voltey,Volt Ape,Often found practicing punches and kicks on trees near power lines that naturally attract electrical energy. The patterns on its fur glow brighter as it builds up power through exercise.,Fighting,Electric,Small,Rare,Grassland,Aggressive,Day,Evolves: Dynape @ Level 6,Circuit Break,,Desert Adaptation,85,4,12,6,26,6,41,"30ft. Walking, 20ft. Climbing",62,14,14,12,4,10,8,Strength,"Athletics, acrobatics","Thunder Punch, Quick Attack, Low Kick, Leer","Thunder Wave, Focus Energy, Rock Throw, Rage","Belly Drum, Cross Chop, Storm Throw, Constrict","Wild Charge, Seismic Toss, Close Combat","Volt Tackle, Dynamic Punch, Mach Punch","Thunder, Brutal Swing, Magnitude",Thunder Punch,Quick Attack,Low Kick,Leer,Thunder Wave,Focus Energy,Rock Throw,Rage,Belly Drum,Cross Chop,Storm Throw,Constrict,Wild Charge,Seismic Toss,Close Combat,Volt Tackle,Dynamic Punch,Mach Punch,Thunder,Brutal Swing,Magnitude,This Pokémon's attacks can deal electrical damage to Ground-type Pokémon.,,"This Pokémon has resistance to fire type damage regardless of typing, and suffers no penalty from extreme heat. Additionally, it is proficient with Ground type moves.",30ft,20ft,-,-,-,-,Good,Good,Good,Average,-,Poor,Poor,Poor,-
424,Dynape,Volt Ape,"The energy coursing through its enhanced muscles can be unleashed through its powerful strikes. When threatened, it releases built-up electricity through direct physical contact rather than normal electrical discharge.",Fighting,Electric,Medium,Very Rare,Grassland,Aggressive,Day,From: Voltey; Evolves: Silivolt @ Level 14 with Thunder Stone,Circuit Break,,Desert Adaptation,95,8,14,8,64,8,73,"35ft. Walking, 30ft. Climbing",71,16,14,14,5,12,10,"Strength, dexterity","Athletics, acrobatics","Thunder Punch, Quick Attack, Low Kick, Leer","Thunder Wave, Focus Energy, Rock Throw, Rage","Belly Drum, Cross Chop, Storm Throw, Constrict","Wild Charge, Seismic Toss, Close Combat","Volt Tackle, Dynamic Punch, Mach Punch","Thunder, Brutal Swing, Magnitude",Thunder Punch,Quick Attack,Low Kick,Leer,Thunder Wave,Focus Energy,Rock Throw,Rage,Belly Drum,Cross Chop,Storm Throw,Constrict,Wild Charge,Seismic Toss,Close Combat,Volt Tackle,Dynamic Punch,Mach Punch,Thunder,Brutal Swing,Magnitude,This Pokémon's attacks can deal electrical damage to Ground-type Pokémon.,,"This Pokémon has resistance to fire type damage regardless of typing, and suffers no penalty from extreme heat. Additionally, it is proficient with Ground type moves.",35ft,30ft,-,-,-,-,Good,Excellent,Good,Good,-,Poor,Average,Poor,-
425,Silvolt,Volt Ape,Ancient carvings depict this Pokémon channeling lightning through martial arts techniques. Its unique fighting style allows it to overcome traditional electrical immunities through precise strikes.,Fighting,Electric,Large,Extremely Rare,Grassland,Aggressive,Day,From: Dynape,Circuit Break,,Desert Adaptation,105,16,16,12,172,12,163,"40ft. Walking, 30ft. Climbing",95,22,19,16,6,14,18,"Strength, dexterity, constitution","Athletics, acrobatics","Thunder Punch, Quick Attack, Low Kick, Leer","Thunder Wave, Focus Energy, Rock Throw, Rage","Belly Drum, Cross Chop, Storm Throw, Constrict","Wild Charge, Seismic Toss, Close Combat","Volt Tackle, Dynamic Punch, Mach Punch","Thunder, Brutal Swing, Magnitude",Thunder Punch,Quick Attack,Low Kick,Leer,Thunder Wave,Focus Energy,Rock Throw,Rage,Belly Drum,Cross Chop,Storm Throw,Constrict,Wild Charge,Seismic Toss,Close Combat,Volt Tackle,Dynamic Punch,Mach Punch,Thunder,Brutal Swing,Magnitude,This Pokémon's attacks can deal electrical damage to Ground-type Pokémon.,,"This Pokémon has resistance to fire type damage regardless of typing, and suffers no penalty from extreme heat. Additionally, it is proficient with Ground type moves.",40ft,30ft,-,-,-,-,Good,Excellent,Excellent,Excellent,-,Poor,Good,Poor,-
426,Mounteen,Highland Goat,"Its crystalline horns have developed into impressive branching structures that glow faintly in moonlight. Mounteen travel in small herds through highland passes, their hoofbeats creating rhythmic patterns that mountain folk use to predict weather changes. The minerals in their diet determine the color and properties of their horns, with specimens from different mountain ranges displaying unique variations. Battles between males involve impressive horn displays rather than direct combat, creating dazzling light shows visible from valleys below.",Normal,,Medium,Uncommon,Mountain,Protective,Day,From: Mounteer; Evolves: Mountelder @ Level 10,Rock Head,Seasonal Coat,Rivalry,65,5,14,8,43,8,56,"40ft. Walking, 35ft. Climbing",73,15,17,14,4,13,10,Dexterity,"Athletics, perception, survival","Headbutt, Leer, Rock Smash, Dazzling Gleam","Bulk Up, Horn Attack, Rock Polish, Rock Throw","Head Charge, Body Slam, Stomp, Rock Climb","Rock Slide, Superpower, Stealth Rock","Seismic Toss, Avalanche, Head Smash","Giga Impact, Diamond Storm, ",Headbutt,Leer,Rock Smash,Dazzling Gleam,Bulk Up,Horn Attack,Rock Polish,Rock Throw,Head Charge,Body Slam,Stomp,Rock Climb,Rock Slide,Superpower,Stealth Rock,Seismic Toss,Avalanche,Head Smash,Giga Impact,Diamond Storm,,This Pokémon takes no recoil damage.,"During winter months, this Pokémon gains resistance to ice damage and has advantage on stealth checks in their natural environment. In summer months, it gains resistance to fire damage, and has advantage on Constitution checks.","This Pokémon adds its proficiency bonus to damage whenattacking a Pokémon of the same type.",40ft,35ft,-,-,-,-,Average,Good,Average,-,-,-,-,-,-
